,kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori,rad_main,rad_sub
1111,試,8a66,1-27-78,,,149,4.0,13,392.0,3.0,shi4;si;시;Thí;シ;こころ.みる;ため.す,test;try;attempt;experiment;ordeal,,149,
1112,誌,8a8c,1-27-79,,,149,6.0,14,851.0,2.0,zhi4;ji;지;Chí;シ,document;records,,149,
1113,諮,8aee,1-27-80,,,149,8.0,16,1345.0,1.0,zi1;ja;자;Ti;Tư;シ;はか.る,consult with,,149,
1120,似,4f3c,1-27-87,,,9,5.0,7,923.0,2.0,si4;shi4;sa;사;Tự;ジ;に.る;ひ.る,becoming;resemble;counterfeit;imitate;suitable,にた,9,
1121,侍,4f8d,1-27-88,,,9,8.0,8,1939.0,1.0,shi4;si;시;Thị;ジ;シ;さむらい;はべ.る,waiter;samurai;wait upon;serve,かみ,9,
1125,慈,6148,1-27-92,,,61;12,8.0,13,1811.0,1.0,ci2;ja;자;Từ;ジ;いつく.しむ,mercy,しげ;ちか;めぐみ;よし,61,12
1126,持,6301,1-27-93,,,64,3.0,9,119.0,3.0,chi2;ji;지;Trì;ジ;も.つ;-も.ち;も.てる,hold;have,もち;もつ,64,
1129,滋,6ecb,1-28-02,,,85,4.0,12,1563.0,1.0,zi1;ja;자;Tư;ジ;シ,nourishing;more & more;be luxuriant;planting;turbidity,し;しげ;しげる,85,
1130,治,6cbb,1-28-03,,,85,4.0,8,109.0,2.0,zhi4;chi;치;Trì;Trị;ジ;チ;おさ.める;おさ.まる;なお.る;なお.す,reign;be at peace;calm down;subdue;quell;govt;cure;heal;rule;conserve,し;ぢ;はり;はる;みち,85,
1139,蒔,8494,1-28-12,,,140,9.0,13,2368.0,1.0,shi4;shi2;si;시;Thì;Thi;シ;ジ;う.える;ま.く,sow (seeds),まい;まか;まき,140,
1141,汐,6c50,1-28-14,,,85,9.0,6,2314.0,1.0,xi1;xi4;seog;석;Tịch;セキ;しお;うしお;せい,eventide;tide;salt water;opportunity,いそ,85,
1144,識,8b58,1-28-17,,,149,5.0,19,496.0,2.0,shi4;zhi4;sig;ji;식;지;Thức;Chí;シキ;し.る;しる.す,discriminating;know;write,さと;さとる,149,
1146,竺,7afa,1-28-19,,,118,9.0,8,,,zhu2;chug;dog;축;독;Trúc;Đốc;ジク;チク;トク,bamboo,あつし,118,
1151,叱,53f1,1-28-24,,,30,,5,2255.0,,chi4;jil;질;Sất;シツ;シチ;カ;しか.る,scold;reprove,,30,
1152,執,57f7,1-28-25,,,32,8.0,11,800.0,1.0,zhi2;jib;집;Chấp;シツ;シュウ;と.る,tenacious;take hold;grasp;take to heart,し,32,
1154,嫉,5ac9,1-28-27,,,38,8.0,13,2317.0,,ji2;jil;질;Tật;シツ;そね.む;ねた.む;にく.む,jealous;envy,,38,
1156,悉,6089,1-28-29,,,61;165,9.0,11,,,xi1;sil;실;Tất;シツ;シチ;つ.きる;ことごと;ことごと.く;つ.くす;つぶさ.に,all;entirely;altogether;completely;use up;run out of;exhaust;befriend;serve,,61,165
1157,湿,6e7f,1-28-30,,,85,8.0,12,1517.0,2.0,shi1;seub;습;Chập;Sấp;Thấp;シツ;シュウ;しめ.る;しめ.す;うるお.う;うるお.す,damp;wet;moist,,85,
1158,漆,6f06,1-28-31,,,85,8.0,14,1971.0,1.0,qi1;qu4;chil;칠;Tất;Thế;シツ;うるし,lacquer;varnish;seven,うる,85,
1162,蔀,8500,1-28-35,,,140,,14,,,bu4;bu;부;Bộ;Bầu;ホウ;ダ;ダン;ブ;しとみ,latticed shutters,,140,
1163,篠,7be0,1-28-36,,,118,9.0,17,1556.0,,xiao3;so;소;Tiểu;ゾウ;ショウ;しの;ささ;すず,bamboo grass,の,118,
1164,偲,5072,1-28-37,,,9,9.0,11,2350.0,1.0,si1;si;시;Ti;Tai;サイ;シ;しの.ぶ,recollect;remember,,9,
1165,柴,67f4,1-28-38,,,75,9.0,10,1638.0,,chai2;si;chae;시;채;Sài;Tí;サイ;シ;しば,brush;firewood,,75,
1166,芝,829d,1-28-39,,,140,8.0,6,1052.0,1.0,zhi1;ji;지;Chi;シ;しば,turf;lawn,こげ;しは,140,
1168,蕊,854a,1-28-41,,,140,,15,,,rui3;ye;예;Nhị;ズイ;しべ,pistil;stamen,,140,
1169,縞,7e1e,1-28-42,,,120,9.0,16,2491.0,,gao3;ho;호;Cảo;コウ;しま;しろぎぬ,stripe,,120,
1170,舎,820e,1-28-43,,,9,5.0,8,1170.0,1.0,she3;she4;sa;사;Xá;シャ;セキ;やど.る,cottage;inn;hut;house;mansion,さ;とり,9,
1173,捨,6368,1-28-46,,,64,6.0,11,1266.0,2.0,she3;she4;sa;사;Xả;シャ;す.てる,discard;throw away;abandon;resign;reject;sacrifice,,64,
1178,紗,7d17,1-28-51,,,120,9.0,10,,1.0,sha1;sa;사;Sa;サ;シャ;うすぎぬ,gauze;gossamer,たえ;すず,120,
1180,謝,8b1d,1-28-53,,,149,5.0,17,1028.0,1.0,xie4;sa;사;Tạ;シャ;あやま.る,apologize;thank;refuse,さ;ざ,149,
1182,遮,906e,1-28-55,,,162,8.0,14,1865.0,1.0,zhe1;zhe5;cha;차;Già;シャ;さえぎ.る,intercept;interrupt;obstruct,,162,
1183,蛇,86c7,1-28-56,,,142,8.0,11,1721.0,1.0,she2;yi2;sa;i;사;이;Xà;Di;ジャ;ダ;イ;ヤ;へび,snake;serpent;hard drinker,あぶ;み,142,
1185,借,501f,1-28-58,,,9,4.0,10,932.0,3.0,jie4;cha;jeog;차;적;Tá;シャク;か.りる,borrow;rent,,9,
1188,杓,6753,1-28-61,,,75,,7,,,shao2;biao1;pyo;jag;표;작;Tiêu;Thược;シャク;チョウ;テキ;ヒョウ;ひしゃく,ladle;scoop,,75,
1193,錫,932b,1-28-66,,,167,9.0,16,2095.0,,xi2;xi1;seog;석;Tích;セキ;シャク;すず;たま.う,copper;tin,,167,
1194,若,82e5,1-28-67,,,140,6.0,8,458.0,2.0,ruo4;re3;yag;ya;약;야;Nhược;ジャク;ニャク;ニャ;わか.い;わか-;も.しくわ;も.し;も.しくは;ごと.し,young;if;perhaps;possibly;low number;immature,わく;わこ,140,
1197,惹,60f9,1-28-70,,,61;140,9.0,12,,,re3;ya;야;Nhạ;ジャク;ジャ;ひ.く,attract;captivate,,61,140
1201,手,624b,1-28-74,,,64,1.0,4,60.0,4.0,shou3;su;수;Thủ;シュ;ズ;て;て-;-て;た-,hand,,64,
1202,朱,6731,1-28-75,,,75;4,8.0,6,1788.0,1.0,zhu1;ju;주;Chu;シュ;あけ,vermilion;cinnabar;scarlet;red;bloody,あ;あか;あき;す,75,4
1207,腫,816b,1-28-80,,,130,8.0,13,2145.0,,zhong3;jong;종;Thũng;Trũng;シュ;ショウ;は.れる;は.れ;は.らす;はれもの,tumor;swelling,,130,
1211,儒,5112,1-28-84,,,9,8.0,16,2162.0,1.0,ru2;yu;유;Nho;ジュ,Confucian,,9,
1213,呪,546a,1-28-86,,,30,8.0,8,2131.0,,zhou4;ju;주;Chú;ジュ;シュ;シュウ;ズ;まじな.う;のろ.い;まじな.い;のろ.う,spell;curse;charm;malediction,,30,
1215,授,6388,1-28-88,,,64,5.0,11,535.0,2.0,shou4;su;수;Thụ;ジュ;さず.ける;さず.かる,impart;instruct;grant;confer,,64,
1216,樹,6a39,1-28-89,,,75,6.0,16,988.0,1.0,shu4;su;수;Thụ;ジュ;き,timber;trees;wood;establish;set up,いつき;うえ;こ;しげ;じ;たちき;たつ;たつる;な,75,
1217,綬,7dac,1-28-90,,,120,,14,,,shou4;su;수;Thụ;ジュ;ひも,ribbon,,120,
1221,周,5468,1-28-94,,,30;13,4.0,8,562.0,2.0,zhou1;ju;주;Chu;シュウ;まわ.り,circumference;circuit;lap,あまね;しゅ;す;ちか;のり;ひろ;びび;まこと,30,13
1225,修,4fee,1-29-04,,,9,5.0,10,603.0,2.0,xiu1;su;수;Tu;シュウ;シュ;おさ.める;おさ.まる,discipline;conduct oneself well;study;master,おき;なが;のぶ;おさむ,9,
1226,愁,6101,1-29-05,,,61,8.0,13,2171.0,1.0,chou2;su;수;Sầu;シュウ;うれ.える;うれ.い,distress;grieve;lament;be anxious,,61,
1227,拾,62fe,1-29-06,,,64,3.0,9,1479.0,2.0,shi2;she4;seub;sib;습;십;Thập;Thiệp;Kiệp;シュウ;ジュウ;ひろ.う,pick up;gather;find;go on foot;ten,,64,
1228,洲,6d32,1-29-07,,,85,9.0,9,1979.0,1.0,zhou1;ju;주;Châu;シュウ;ス;しま,continent;sandbar;island;country,,85,
1231,終,7d42,1-29-10,,,120,3.0,11,256.0,3.0,zhong1;jong;종;Chung;シュウ;お.わる;-お.わる;おわ.る;お.える;つい;つい.に,end;finish,ばて,120,
1232,繍,7e4d,1-29-11,,,120,,17,,,xiu4;su;수;Tú;シュウ;ぬいとり,sew;figured cloth,,120,
1236,蒐,8490,1-29-15,,,140,9.0,13,,,sou1;su;수;Sưu;シュウ;あかね;あつ.まる;あつ.める,gather,,140,
1239,讐,8b90,1-29-18,,,149,,23,,,chou2;su;수;Thù;Cừu;シュウ;あだ;むく.いる;あ.たる,enemy;revenge,,149,
1242,週,9031,1-29-21,,,162,2.0,11,540.0,4.0,zhou1;ju;주;Chu;シュウ,week,,162,
1247,什,4ec0,1-29-26,,,9,,4,,,shi2;shen2;she2;sib;jib;십;집;Thập;ジュウ;シュウ,utensil;thing;ten,,9,
1248,住,4f4f,1-29-27,,,9,3.0,7,270.0,3.0,zhu4;ju;주;Trụ;ジュウ;ヂュウ;チュウ;す.む;す.まう;-ず.まい,dwell;reside;live;inhabit,し;じゅ;すみ,9,
1253,柔,67d4,1-29-32,,,75;110,8.0,9,1187.0,2.0,rou2;yu;유;Nhu;ジュウ;ニュウ;やわ.らか;やわ.らかい;やわ;やわ.ら,tender;weakness;gentleness;softness,とお,75,110
1254,汁,6c41,1-29-33,,,85,8.0,5,1843.0,1.0,zhi1;jeub;jib;즙;집;Trấp;Hiệp;ジュウ;しる;-しる;つゆ,soup;juice;broth;sap;gravy;pus,,85,
1255,渋,6e0b,1-29-34,,,85,8.0,11,1011.0,1.0,se4;sab;삽;Sáp;ジュウ;シュウ;しぶ;しぶ.い;しぶ.る,astringent;hesitate;reluctant;have diarrhea,,85,
1257,縦,7e26,1-29-36,,,120,6.0,16,1258.0,1.0,zong4;jong;chong;종;총;Sỉ;ジュウ;たて,vertical;length;height;self-indulgent;wayward,,120,
1259,銃,9283,1-29-38,,,167,8.0,14,1013.0,1.0,chong4;chong;총;Súng;ジュウ;つつ,gun;arms,,167,
1263,淑,6dd1,1-29-42,,,85,8.0,11,1922.0,1.0,shu2;shu1;sug;숙;Thục;シュク;しと.やか,graceful;gentle;pure,すく;とし;よし,85,
1265,縮,7e2e,1-29-44,,,120,6.0,17,909.0,1.0,suo1;su4;chug;축;Súc;シュク;ちぢ.む;ちぢ.まる;ちぢ.める;ちぢ.れる;ちぢ.らす,shrink;contract;shrivel;wrinkle;reduce,,120,
1267,塾,587e,1-29-46,,,32,8.0,14,1297.0,1.0,shu2;sug;숙;Thục;ジュク,cram school;private school,,32,
1271,述,8ff0,1-29-50,,,162,5.0,8,379.0,2.0,shu4;sul;술;Thuật;ジュツ;の.べる,mention;state;speak;relate,,162,
1272,俊,4fca,1-29-51,,,9,8.0,9,1007.0,1.0,jun4;zun4;jun;준;Tuấn;シュン,sagacious;genius;excellence,すぐる;とし,9,
1282,楯,696f,1-29-61,,,75,9.0,13,,,shun3;sun;순;Thuẫn;ジュン;たて,shield;buckler;pretext,,75,
1284,淳,6df3,1-29-63,,,85,9.0,11,1629.0,1.0,chun2;sun;순;Thuần;ジュン;シュン;あつ.い,pure,あつ;あつし;きよ;きよし;まこと;すなお,85,
1285,準,6e96,1-29-64,,,85;24,5.0,13,425.0,2.0,zhun3;jun;jeol;준;절;Chuẩn;Chuyết;ジュン;じゅん.じる;じゅん.ずる;なぞら.える;のり;ひと.しい;みずもり,semi-;correspond to;proportionate to;conform;imitate,,85,24
1286,潤,6f64,1-29-65,,,85,8.0,15,1644.0,1.0,run4;yun;윤;Nhuận;ジュン;うるお.う;うるお.す;うる.む,wet;be watered;profit by;receive benefits;favor;charm;steep,めぐみ,85,
1288,純,7d14,1-29-67,,,120,6.0,10,1044.0,2.0,chun2;sun;jun;순;준;Thuần;Chuẩn;Đồn;Truy;ジュン,genuine;purity;innocence;net (profit),あつ;すみ;み;やすし;よし,120,
1290,遵,9075,1-29-69,,,162,8.0,15,,1.0,zun1;jun;준;Tuân;ジュン,abide by;follow;obey;learn,,162,
1298,渚,6e1a,1-29-77,,,85,9.0,11,2226.0,1.0,zhu3;jeo;저;Chử;ショ;なぎさ,strand;beach;shore,なぎ,85,
1300,緒,7dd2,1-29-79,,,120,8.0,14,952.0,2.0,xu4;seo;서;Tự;ショ;チョ;お;いとぐち,thong;beginning;inception;end;cord;strap;mental or emotional state,ほ,120,
1303,薯,85af,1-29-82,,,140,,16,,,shu3;seo;서;Thự;ショ;いも,potato,,140,
1304,藷,85f7,1-29-83,,,140,,18,,,zhu1;shu3;jeo;저;Thự;ショ;ジョ;いも,potato,,140,
1305,諸,8af8,1-29-84,,,149,6.0,15,658.0,2.0,zhu1;je;제;Chư;ショ;もろ,various;many;several;together,,149,
1308,女,5973,1-29-87,,,38,1.0,3,151.0,4.0,nu:3;ru3;nyeo;yeo;녀;여;Nữ;Nứ;Nhữ;ジョ;ニョ;ニョウ;おんな;め,woman;female,おな;た;つき;な,38,
1311,恕,6055,1-29-90,,,61,9.0,10,,1.0,shu4;seo;서;Thứ;ジョ;ショ;ゆる.す,excuse;tolerate;forgive,,61,
1312,鋤,92e4,1-29-91,,,167,,15,,,chu2;seo;서;Sừ;ジョ;ショ;ソ;す.く;すき;くわ,spade up;plow,,167,
1314,傷,50b7,1-29-93,,,9,6.0,13,845.0,1.0,shang1;sang;상;Thương;ショウ;きず;いた.む;いた.める,wound;hurt;injure;impair;pain;injury;cut;gash;scar;weak point,,9,
1315,償,511f,1-29-94,,,9,8.0,17,854.0,1.0,chang2;sang;상;Thường;ショウ;つぐな.う,reparation;make up for;recompense;redeem,,9,
1319,召,53ec,1-30-04,,,30;18,8.0,5,1540.0,2.0,zhao4;shao4;zhao1;so;jo;소;조;Triệu;ショウ;め.す,seduce;call;send for;wear;put on;ride in;buy;eat;drink;catch (cold),,30,18
1320,哨,54e8,1-30-05,,,30,9.0,10,1999.0,,shao4;cho;so;초;소;Tiếu;Tiêu;Sáo;ショウ;みはり,scout;sentinel,,30,
1321,商,5546,1-30-06,,,30;8,3.0,11,413.0,2.0,shang1;sang;상;Thương;ショウ;あきな.う,make a deal;selling;dealing in;merchant,あき,30,8
1322,唱,5531,1-30-07,,,30,4.0,11,1123.0,1.0,chang4;chang;창;Xướng;ショウ;とな.える,chant;recite;call upon;yell,,30,
1323,嘗,5617,1-30-08,,,30;42,9.0,14,,,chang2;sang;상;Thường;ショウ;ジョウ;かつ.て;こころ.みる;な.める,once;before;formerly;ever;never;ex-;lick;lap up;burn up;taste;undergo;underrate;despise,,30,42
1325,妾,59be,1-30-10,,,38;117,,8,,,qie4;cheob;첩;Thiếp;ショウ;めかけ;そばめ;わらわ,concubine,,38,117
1326,娼,5a3c,1-30-11,,,38,,11,2242.0,,chang1;chang;창;Xướng;ショウ;あそびめ,prostitute,,38,
1336,承,627f,1-30-21,,,64;4,6.0,8,775.0,2.0,cheng2;seung;승;Thừa;ショウ;ジョウ;うけたまわ.る;う.ける,acquiesce;hear;listen to;be informed;receive,つぐ;こと;すけ;つぎ;よし;うけ,64,4
1337,抄,6284,1-30-22,,,64,8.0,7,2328.0,1.0,chao1;cho;초;Sao;ショウ,extract;selection;summary;copy;spread thin,さ;り,64,
1338,招,62db,1-30-23,,,64,5.0,8,840.0,2.0,zhao1;cho;gyo;초;교;Chiêu;Thiêu;Thiều;ショウ;まね.く,beckon;invite;summon;engage,,64,
1339,掌,638c,1-30-24,,,64;42,8.0,12,1757.0,1.0,zhang3;jang;장;Chưởng;ショウ;てのひら;たなごころ,palm of hand;rule;administer;conduct,,64,42
1340,捷,6377,1-30-25,,,64,9.0,11,,1.0,jie2;cheob;첩;Tiệp;Thiệp;ショウ;ソウ;はや.い,victory;fast,かつ,64,
1345,松,677e,1-30-30,,,75,4.0,8,471.0,1.0,song1;song;송;Tùng;ショウ;まつ,pine tree,おお;しょ;ま;まっ,75,
1346,梢,68a2,1-30-31,,,75,9.0,11,,1.0,shao1;sao4;cho;초;Sao;Tiêu;ショウ;こずえ;くすのき,treetops;twig,,75,
1347,樟,6a1f,1-30-32,,,75,9.0,15,2252.0,,zhang1;jang;장;Chương;ショウ;くす,camphor,,75,
1348,樵,6a35,1-30-33,,,75,,16,,,qiao2;cho;초;Tiều;ショウ;きこ.る;こ.る;きこり,woodcutting;lumberjack,,75,
1349,沼,6cbc,1-30-34,,,85,8.0,8,1467.0,1.0,zhao3;so;소;Chiểu;ショウ;ぬま,marsh;lake;bog;swamp;pond,,85,
1350,消,6d88,1-30-35,,,85,3.0,10,345.0,2.0,xiao1;so;소;Tiêu;ショウ;き.える;け.す,extinguish;blow out;turn off;neutralize;cancel,,85,
1351,渉,6e09,1-30-36,,,85,8.0,11,499.0,1.0,she4;seob;섭;Thiệp;ショウ;わた.る,ford;go cross;transit;ferry;import;involve,えん,85,
1352,湘,6e58,1-30-37,,,85,9.0,12,1909.0,,xiang1;sang;상;Tương;Sương;ショウ,name of Chinese river;the Sagami river,,85,
1363,笑,7b11,1-30-48,,,118,4.0,10,913.0,2.0,xiao4;so;소;Tiếu;ショウ;わら.う;え.む,laugh,えみ,118,
1365,紹,7d39,1-30-50,,,120,8.0,11,963.0,2.0,shao4;so;소;Thiệu;ショウ,introduce;inherit;help,つぐ,120,
1366,肖,8096,1-30-51,,,130;42,8.0,7,1889.0,1.0,xiao4;xiao1;cho;so;초;소;Tiếu;Tiêu;ショウ;あやか.る,resemblance,,130,42
1367,菖,83d6,1-30-52,,,140,9.0,11,,1.0,chang1;chang;창;Xương;ショウ,iris,,140,
1368,蒋,848b,1-30-53,,,140,,13,2251.0,,jiang3;jang;장;Tương;Tưởng;ショウ;ソウ;まこも;はげ.ます,reed,,140,
1369,蕉,8549,1-30-54,,,140,9.0,15,2033.0,1.0,jiao1;qiao2;cho;초;Tiêu;ショウ,banana;plantain,,140,
1372,訟,8a1f,1-30-57,,,149,8.0,11,1061.0,1.0,song4;song;송;Tụng;ショウ,sue;accuse,,149,
1373,証,8a3c,1-30-58,,,149,5.0,12,306.0,1.0,zheng4;jeung;증;Chứng;ショウ;あかし,evidence;proof;certificate,,149,
1374,詔,8a54,1-30-59,,,149,8.0,12,2239.0,1.0,zhao4;jo;조;Chiếu;ショウ;みことのり,imperial edict,さとし;のり,149,
1375,詳,8a73,1-30-60,,,149,8.0,13,1178.0,1.0,xiang2;sang;yang;상;양;Tường;ショウ;くわ.しい;つまび.らか,detailed;full;minute;accurate;well-informed,よし,149,
1379,鉦,9266,1-30-64,,,167,,13,,,zheng1;jeong;정;Chinh;セイ;ショウ;かね,bell;gong;chimes,,167,
1380,鍾,937e,1-30-65,,,167,,17,2321.0,,zhong1;jong;종;Chung;ショウ;シュ;あつ.める;さかずき;かね,spindle;gather;collect,,167,
1381,鐘,9418,1-30-66,,,167,8.0,20,1681.0,1.0,zhong1;jong;종;Chung;ショウ;かね,bell;gong;chimes,,167,
1390,城,57ce,1-30-75,,,32,4.0,9,795.0,2.0,cheng2;seong;성;Thành;ジョウ;セイ;しろ,castle,いく;がき;き;くに;ぐしく;ぐすく;しき;すく;ぜい;たち;なり,32,
1391,場,5834,1-30-76,,,32,2.0,12,52.0,3.0,chang2;chang3;jang;장;Tràng;Trường;ジョウ;チョウ;ば,location;place,,32,
1392,壌,58cc,1-30-77,,,32,8.0,16,1407.0,1.0,rang3;yang;양;Nhưỡng;ジョウ;つち,lot;earth;soil,,32,
1393,嬢,5b22,1-30-78,,,38,8.0,16,2059.0,1.0,niang2;yang;양;Nương;ジョウ;むすめ,lass;girl;Miss;daughter,,38,
1395,情,60c5,1-30-80,,,61,5.0,11,235.0,2.0,qing2;jeong;정;Tình;ジョウ;セイ;なさ.け,feelings;emotion;passion;sympathy;circumstances;facts,,61,
1396,擾,64fe,1-30-81,,,64,,18,,,rao3;yo;요;Nhiễu;ジョウ;みだ.れる;みだ.す;わずら.わしい,disturb;throw into confusion,,64,
1397,条,6761,1-30-82,,,75;34,5.0,7,363.0,2.0,tiao2;jo;조;Điêu;ジョウ;チョウ;デキ;えだ;すじ,"article;clause;counter for articles, clauses, paragraphs, etc.;twig;item;stripe;streak",,75,34
1398,杖,6756,1-30-83,,,75,9.0,7,2387.0,,zhang4;jang;장;Trượng;Tráng;ジョウ;つえ,staff;cane,,75,
1399,浄,6d44,1-30-84,,,85,8.0,9,1383.0,1.0,jing4;jeong;정;Tịnh;Tạnh;Tĩnh;ジョウ;セイ;きよ.める;きよ.い,clean;purify;cleanse;exorcise;Manchu Dynasty,,85,
1403,蒸,84b8,1-30-88,,,140,6.0,13,1552.0,2.0,zheng1;jeung;증;Chưng;ジョウ;セイ;む.す;む.れる;む.らす,steam;heat;sultry;foment;get musty,,140,
1404,譲,8b72,1-30-89,,,149,8.0,20,984.0,1.0,rang4;yang;양;Nhượng;Nhường;ジョウ;ゆず.る,defer;turnover;transfer;convey,ゆずり,149,
1406,錠,9320,1-30-91,,,167,8.0,16,1934.0,1.0,ding4;jeong;정;Đĩnh;ジョウ,lock;fetters;shackles,,167,
1407,嘱,5631,1-30-92,,,30,8.0,15,1903.0,1.0,zhu3;chog;촉;Chúc;ショク;しょく.する;たの.む,entrust;request;send a message,,30,
1408,埴,57f4,1-30-93,,,32,9.0,11,2150.0,,zhi2;sig;chi;식;치;Thực;ショク;はに;へな,clay,,32,
1410,拭,62ed,1-31-01,,,64,8.0,9,2421.0,,shi4;sig;식;Thức;ショク;シキ;ぬぐ.う;ふ.く,wipe;mop;swab,,64,
1411,植,690d,1-31-02,,,75,3.0,12,699.0,2.0,zhi2;sig;chi;식;치;Thực;Trĩ;ショク;う.える;う.わる,plant,うえ;え;げ,75,
1414,織,7e54,1-31-05,,,120,5.0,18,608.0,1.0,zhi1;jig;직;Chức;Chí;Xí;ショク;シキ;お.る;お.り;おり;-おり;-お.り,weave;fabric,こおり;こり;のり,120,
1419,蝕,8755,1-31-10,,,142;184,,14,,,shi2;sig;식;Thực;ショク;むしば.む,eclipse;occultation;be defective,,142,184
1422,伸,4f38,1-31-13,,,9,8.0,7,730.0,2.0,shen1;sin;신;Thân;シン;の.びる;の.ばす;の.べる;の.す,expand;stretch;extend;lengthen;increase,のぶ;よぼる,9,
1423,信,4fe1,1-31-14,,,9,4.0,9,208.0,2.0,xin4;shen1;sin;신;Tín;シン,faith;truth;fidelity;trust,し;しが;しな;しの;しぶ;とき;のび;のぶ;まこと,9,
1424,侵,4fb5,1-31-15,,,9,8.0,9,1025.0,1.0,qin1;chim;침;Xâm;シン;おか.す,encroach;invade;raid;trespass;violate,,9,
1425,唇,5507,1-31-16,,,30;161,8.0,10,1992.0,1.0,chun2;jin;진;Thần;シン;くちびる,lips,,30,161
1426,娠,5a20,1-31-17,,,38,8.0,10,1623.0,1.0,shen1;chen2;zhen4;sin;신;Thần;シン,with child;pregnancy,,38,
1429,心,5fc3,1-31-20,,,61,2.0,4,157.0,3.0,xin1;sim;심;Tâm;シン;こころ;-ごころ,heart;mind;spirit;heart radical (no. 61),,61,
1430,慎,614e,1-31-21,,,61,8.0,13,999.0,1.0,shen4;sin;신;Thận;シン;つつし.む;つつ.ましい;つつし;つつし.み,humility;be careful;discreet;prudent,ちか;のり;まこと;みつ,61,
1431,振,632f,1-31-22,,,64,8.0,10,614.0,1.0,zhen4;jin;진;Chấn;Chân;シン;ふ.る;ふ.れる;ふ.るう,shake;wave;wag;swing,ふり,64,
1434,森,68ee,1-31-25,,,75,1.0,12,609.0,3.0,sen1;sam;삼;Sâm;シン;もり,forest;woods,もと,75,
1435,榛,699b,1-31-26,,,75,9.0,14,2205.0,1.0,zhen1;jin;진;Trăn;シン;ハン;はしばみ;はり,hazelnut;filbert,はい;はる,75,
1436,浸,6d78,1-31-27,,,85,8.0,10,1447.0,1.0,jin4;jin1;chim;침;Tẩm;シン;ひた.す;ひた.る;つ.かる,immersed;soak;dip;steep;moisten;wet;dunk,,85,
1437,深,6df1,1-31-28,,,85,3.0,11,484.0,2.0,shen1;sim;심;Thâm;シン;ふか.い;-ぶか.い;ふか.まる;ふか.める;み-,deep;heighten;intensify;strengthen,,85,
1443,紳,7d33,1-31-34,,,120,8.0,11,1790.0,1.0,shen1;sin;신;Thân;シン,sire;good belt;gentleman,まこと,120,
1445,芯,82af,1-31-36,,,140,8.0,7,2202.0,,xin1;xin4;sim;심;Tâm;シン,wick,,140,
1446,薪,85aa,1-31-37,,,140,8.0,16,2182.0,1.0,xin1;sin;신;Tân;シン;たきぎ;まき,fuel;firewood;kindling,,140,
1448,診,8a3a,1-31-39,,,149,8.0,12,1019.0,1.0,zhen3;zhen1;jin;진;Chẩn;シン;み.る,checkup;seeing;diagnose;examine,,149,
1451,進,9032,1-31-42,,,162,3.0,11,142.0,3.0,jin4;jin;진;Tiến;シン;すす.む;すす.める,advance;proceed;progress;promote,のぶ,162,
1452,針,91dd,1-31-43,,,167,6.0,10,505.0,2.0,zhen1;chim;침;Châm;シン;はり,needle;pin;staple;stinger,は,167,
1454,人,4eba,1-31-45,,,9,1.0,2,5.0,4.0,ren2;in;인;Nhân;ジン;ニン;ひと;-り;-と,person,じ;と;ね;ひこ;ふみ,9,
1455,仁,4ec1,1-31-46,,,9,6.0,4,1332.0,1.0,ren2;in;인;Nhân;ジン;ニ;ニン,humanity;virtue;benevolence;charity;man;kernel,きみ;く;さと;しのぶ;じ;と;のり;ひと;ひとし;ひろ;まさ;まさし;やす;よし,9,
1457,塵,5875,1-31-48,,,32;198,,14,,,chen2;jin;진;Trần;チン;ジン;ちり;ごみ,dust;trash;garbage,,32,198
1462,腎,814e,1-31-53,,,130,8.0,13,1755.0,,shen4;sin;신;Thận;ジン,kidney,,130,
1463,訊,8a0a,1-31-54,,,149,9.0,10,,,xun4;sin;신;Tấn;ジン;シュン;シン;き.く;と.う;たず.ねる,request;question;investigate,,149,
1464,迅,8fc5,1-31-55,,,162,8.0,6,1888.0,1.0,xun4;sin;신;Tấn;ジン,swift;fast,,162,
1467,笥,7b25,1-31-58,,,118,,11,,,si4;sa;사;Tứ;ス;シ;け;はこ,lunch box;clothes chest,,118,
1468,諏,8acf,1-31-59,,,149,9.0,15,1949.0,,zou1;chu;추;Tưu;シュ;ス;そう;はか.る,consult,,149,
1473,逗,9017,1-31-64,,,162,9.0,10,2027.0,,dou4;du;두;Đậu;トウ;ズ;とど.まる,stop,,162,
1474,吹,5439,1-31-65,,,30,8.0,7,1133.0,2.0,chui1;chui4;chwi;취;Xuy;Xúy;スイ;ふ.く,blow;breathe;puff;emit;smoke,ふき,30,
1475,垂,5782,1-31-66,,,32;4,6.0,8,1720.0,1.0,chui2;su;수;Thùy;スイ;た.れる;た.らす;た.れ;-た.れ;なんなんと.す,droop;suspend;hang;slouch,たる;だれ,32,4
1477,推,63a8,1-31-68,,,64,6.0,11,507.0,1.0,tui1;chu;toe;추;퇴;Thôi;スイ;お.す,conjecture;infer;guess;suppose;support;push (for),,64,
1478,水,6c34,1-31-69,,,85,1.0,4,223.0,4.0,shui3;su;수;Thủy;スイ;みず;みず-,water,うず;ずみ;つ;ど;み;みさ;みつ;みな;みん,85,
